customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,date,activity,Churn
5020-ZSTTY,Female,1,No,No,54.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,2022-02-01 00:00:00,inactive,Yes
9880-TDQAC,Female,0,Yes,Yes,,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264,2022-02-01 00:00:00,active,No
8705-WZCYL,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,2022-02-01 00:00:00,active,No
7102-JJVTX,Female,0,Yes,Yes,9.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,2022-02-01 00:00:00,inactive,No
8626-PTQGE,Male,0,No,No,,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,2022-02-01 00:00:00,active,No
4983-CLMLV,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,2022-02-01 00:00:00,active,No
5701-YVSVF,Female,1,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,2022-02-01 00:00:00,inactive,No
5804-LEPIM,Female,1,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,2022-02-01 00:00:00,inactive,Yes
5697-GOMBF,Female,1,Yes,Yes,28.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,2022-02-01 00:00:00,active,No
2739-CACDQ,Female,1,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,2022-04-01 21:29:21,active,No
9385-EHGDO,Female,0,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,2022-02-01 00:00:00,active,No
9498-FIMXL,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,2022-02-01 00:00:00,inactive,No
2379-GYFLQ,Male,0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,2022-02-01 00:00:00,inactive,No
0122-OAHPZ,Female,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,2022-02-01 00:00:00,inactive,Yes
2868-SNELZ,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,2022-02-01 00:00:00,inactive,Yes
4322-RCYMT,Male,0,Yes,Yes,,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,2022-02-01 00:00:00,inactive,Yes
6680-NENYN,Female,0,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,2022-04-26 19:15:34,inactive,Yes
2088-IEBAU,Female,0,No,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,2022-02-01 00:00:00,active,No
7982-VCELR,Female,0,No,No,36.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,2022-02-01 00:00:00,active,No
1343-EHPYB,Male,0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603,2022-02-01 00:00:00,inactive,Yes
6035-BXTTY,Female,1,No,No,32.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,2022-02-01 00:00:00,inactive,No
6885-PKOAM,Female,0,Yes,No,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,2022-04-01 14:43:42,active,No
7520-HQWJU,Female,0,Yes,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,2022-02-01 00:00:00,active,No
9639-BUJXT,Male,0,No,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,2022-02-01 00:00:00,active,No
5924-SNGKP,Female,0,No,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865,2022-02-01 00:00:00,active,No
0021-IKXGC,Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,2022-02-01 00:00:00,active,No
2034-GDRCN,Female,0,No,No,,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,2022-02-01 00:00:00,inactive,Yes
8966-SNIZF,Female,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,2022-04-11 10:36:37,inactive,No
6243-OZGFH,Female,0,No,No,23.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,2022-02-01 00:00:00,active,No
4654-DLAMQ,Female,1,Yes,No,64.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,2022-02-01 00:00:00,active,No
0513-RBGPE,Male,0,Yes,Yes,37.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,2022-02-01 00:00:00,active,No
5160-UXJED,Male,0,No,Yes,17.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,2022-02-01 00:00:00,active,No
4115-NZRKS,Female,1,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,2022-02-01 00:00:00,active,No
0219-YTZUE,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,2022-02-01 00:00:00,inactive,Yes
0623-IIHUG,Female,1,No,No,21.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,2022-02-01 00:00:00,inactive,Yes
4572-DVCGN,Female,0,No,No,10.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,2022-02-01 00:00:00,inactive,Yes
3351-NGXYI,Female,1,No,No,,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889,2022-02-01 00:00:00,active,No
8984-EYLLL,Male,0,Yes,No,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,2022-02-01 00:00:00,inactive,No
9057-MSWCO,Male,1,Yes,No,27.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,2022-02-01 00:00:00,inactive,Yes
9833-TGFHX,Male,0,Yes,Yes,42.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,2022-02-01 00:00:00,inactive,No
9294-TDIPC,Male,0,No,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,2022-02-01 00:00:00,active,No
5229-DTFYB,Female,0,No,No,41.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,2022-02-01 00:00:00,active,No
0104-PPXDV,Male,0,Yes,No,58.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,2022-02-01 00:00:00,active,No
5176-LMJXE,Female,0,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,2022-04-03 23:12:29,inactive,No
3583-KRKMD,Male,0,No,No,18.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,2022-02-01 00:00:00,active,No
1010-DIAUQ,Male,0,No,No,,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,2022-02-01 00:00:00,inactive,Yes
9069-LGEUL,Male,0,Yes,No,23.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,2022-04-12 08:16:30,active,No
7302-ZHMHP,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,2022-02-01 00:00:00,active,No
9571-EDEBV,Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,2022-02-01 00:00:00,active,No
3520-FJGCV,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,2022-02-01 00:00:00,active,No
6563-VRERX,Male,0,Yes,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,2022-04-23 05:56:24,inactive,No
0259-GBZSH,Male,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,2022-02-01 00:00:00,inactive,Yes
6122-EFVKN,Male,0,No,Yes,24.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,2022-02-01 00:00:00,active,No
2805-EDJPQ,Female,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,2022-02-01 00:00:00,active,No
6862-CQUMB,Male,0,No,No,,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,2022-02-01 00:00:00,inactive,No
7156-MXBJE,Female,0,No,No,43.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,2022-02-01 00:00:00,active,No
6158-HDPXZ,Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,2022-02-01 00:00:00,active,No
9601-BRXPO,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,2022-02-01 00:00:00,inactive,Yes
2863-IMQDR,Female,0,No,No,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,2022-02-01 00:00:00,active,No
5686-CMAWK,Male,0,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,2022-02-01 00:00:00,inactive,No
5651-CRHKQ,Female,0,Yes,No,41.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,2022-02-01 00:00:00,active,No
6905-NIQIN,Male,0,No,No,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,2022-02-01 00:00:00,inactive,Yes
8204-YJCLA,Male,1,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,2022-02-01 00:00:00,active,No
5167-ZFFMM,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,2022-02-01 00:00:00,inactive,Yes
6583-SZVGP,Male,0,No,No,48.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,2022-02-01 00:00:00,active,No
4895-TMWIR,Male,1,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,2022-04-30 21:18:19,inactive,Yes
0533-BNWKF,Female,1,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,2022-02-01 00:00:00,inactive,Yes
1708-PBBOA,Female,0,No,No,42.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,2022-04-26 05:29:47,active,No
8782-LKFPK,Male,0,No,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063,2022-02-01 00:00:00,inactive,No
5522-JBWMO,Male,0,No,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44,2022-02-01 00:00:00,active,No
3597-MVHJT,Female,0,No,No,27.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,2022-02-01 00:00:00,active,No
9774-NRNAU,Male,1,Yes,No,27.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,2022-02-01 00:00:00,active,No
0224-RLWWD,Female,1,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,2022-02-01 00:00:00,active,No
9967-ATRFS,Female,0,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,2022-02-01 00:00:00,active,No
3951-NJCVI,Female,1,Yes,No,42.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,2022-04-19 04:09:57,active,No
2977-CEBSX,Female,0,No,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,2022-02-01 00:00:00,inactive,No
0177-PXBAT,Male,1,Yes,No,33.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,2022-02-01 00:00:00,active,No
6599-CEBNN,Female,0,No,No,34.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,2022-04-28 15:56:48,inactive,Yes
2519-ERQOJ,Male,1,No,No,33.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,2022-02-01 00:00:00,active,No
5876-QMYLD,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,2022-04-19 07:13:20,inactive,No
2277-AXSDC,Female,0,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,2022-02-01 00:00:00,active,No
9442-JTWDL,Female,0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,2022-02-01 00:00:00,active,No
0979-PHULV,Male,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,2022-02-01 00:00:00,inactive,Yes
3067-SVMTC,Female,0,Yes,No,68.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,2022-02-01 00:00:00,active,No
5495-GPSRW,Male,0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,2022-02-01 00:00:00,active,No
7606-BPHHN,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,2022-02-01 00:00:00,active,No
4742-DRORA,Male,0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812,2022-02-01 00:00:00,active,No
0111-KLBQG,Male,1,Yes,Yes,32.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,2022-02-01 00:00:00,inactive,No
4800-VHZKI,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,2022-04-01 13:27:38,inactive,Yes
7989-CHGTL,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,2022-02-01 00:00:00,inactive,Yes
0334-GDDSO,Male,1,No,No,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,2022-02-01 00:00:00,inactive,Yes
4163-NCJAK,Female,0,Yes,No,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,2022-02-01 00:00:00,active,No
5233-AOZUF,Female,0,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,2022-02-01 00:00:00,inactive,No
5973-EJGDP,Male,0,No,No,51.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473,2022-02-01 00:00:00,active,No
1996-DBMUS,Female,1,Yes,No,48.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,2022-02-01 00:00:00,active,No
7916-VCCPB,Female,0,Yes,Yes,16.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,2022-02-01 00:00:00,active,No
4686-GEFRM,Male,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,2022-02-01 00:00:00,active,No
5249-QYHEX,Female,0,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,2022-02-01 00:00:00,active,No
0578-SKVMF,Female,0,Yes,Yes,,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,2022-02-01 00:00:00,inactive,Yes
5564-NEMQO,Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,2022-02-01 00:00:00,inactive,Yes
2233-FAGXV,Female,0,Yes,Yes,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,2022-02-01 00:00:00,active,No
5605-IYGFG,Female,0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,2022-02-01 00:00:00,active,No
7663-ZTEGJ,Male,0,No,Yes,29.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,2022-02-01 00:00:00,active,No
3935-TBRZZ,Male,0,Yes,Yes,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,2022-02-01 00:00:00,active,No
8111-BKVDS,Female,0,No,No,10.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,2022-02-01 00:00:00,active,No
2055-SIFSS,Female,1,Yes,No,55.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,2022-02-01 00:00:00,active,No
2806-MLNTI,Male,1,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,2022-02-01 00:00:00,active,No
8734-DKSTZ,Female,0,Yes,Yes,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,2022-02-01 00:00:00,active,No
4360-PNRQB,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,2022-02-01 00:00:00,inactive,No
6152-ONASV,Female,0,Yes,No,68.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,2022-04-05 05:54:40,inactive,No
9063-ZGTUY,Female,0,Yes,Yes,61.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,2022-02-01 00:00:00,inactive,Yes
7781-HVGMK,Female,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,2022-02-01 00:00:00,inactive,No
2181-UAESM,Male,0,No,No,2.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,2022-02-01 00:00:00,active,No
2957-LOLHO,Male,0,No,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,2022-02-01 00:00:00,inactive,Yes
6048-NJXHX,Male,0,Yes,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,2022-02-01 00:00:00,active,No
2320-SLKMB,Female,0,No,No,26.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,2022-04-24 15:41:29,active,No
4980-URKXC,Male,0,Yes,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,2022-02-01 00:00:00,active,No
4376-KFVRS,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,2022-02-01 00:00:00,active,No
5886-VLQVU,Male,0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,2022-02-01 00:00:00,inactive,No
3577-AMVUX,Male,0,No,No,1.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,2022-04-28 17:33:12,inactive,No
0771-WLCLA,Female,0,Yes,Yes,16.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,2022-02-01 00:00:00,active,No
5628-RKIFK,Female,1,No,No,,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,2022-02-01 00:00:00,inactive,No
0206-TBWLC,Female,0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,2022-02-01 00:00:00,active,No
2937-FTHUR,Female,0,No,Yes,,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,2022-02-01 00:00:00,active,No
1910-FMXJM,Female,0,Yes,No,36.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,2022-04-13 11:22:45,active,No
7752-XUSCI,Female,0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,2022-02-01 00:00:00,inactive,Yes
4110-PFEUZ,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,2022-02-01 00:00:00,inactive,Yes
0732-OCQOC,Female,0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,2022-02-01 00:00:00,inactive,No
5168-MSWXT,Male,0,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,2022-02-01 00:00:00,active,No
1090-ESELR,Male,0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,2022-02-01 00:00:00,active,No
8592-PLTMQ,Female,0,No,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,2022-02-01 00:00:00,active,No
5760-WRAHC,Female,1,No,No,,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,2022-04-29 07:06:35,active,No
8847-GEOOQ,Male,0,Yes,No,60.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,2022-02-01 00:00:00,inactive,No
0256-LTHVJ,Female,0,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,2022-02-01 00:00:00,inactive,Yes
4785-FCIFB,Female,0,Yes,No,61.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,2022-02-01 00:00:00,active,No
8313-NDOIA,Female,0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,2022-04-30 09:51:02,active,No
5149-CUZUJ,Male,0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,2022-02-01 00:00:00,active,No
0942-KOWSM,Female,0,Yes,Yes,,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,2022-02-01 00:00:00,active,No
4237-CLSMM,Male,0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38,2022-04-04 04:04:43,active,No
1452-VOQCH,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,2022-02-01 00:00:00,active,No
